probe	type	RB_E_001	RB_E_002	RB_E_003	RB_E_004	RB_E_005	RB_E_006	RB_E_007	RB_E_008	RB_E_009	RB_E_011	RB_E_012	RB_E_013	RB_E_014	RB_E_015	RB_E_016	RB_E_017	RB_E_019	RB_E_020	RB_E_021	RB_E_022	RB_E_023	RB_E_025	RB_E_026	RB_E_027	RB_E_028	RB_E_029	RB_E_030	RB_E_030_IC	RB_E_032	RB_E_033	RB_E_034	RB_E_035	RB_E_036	RB_E_037	RB_E_040	RB_E_042	RB_E_044	RB_E_045	RB_E_046_IC	RB_E_048_IC	RB_E_049_IC	RB_E_050	RB_E_051	RB_E_052	RB_E_053	RB_E_054	RB_E_055	RB_E_056	RB_E_057	RB_E_058	RB_E_059	RB_E_060	RB_E_061	RB_E_063	RB_E_064	RB_E_065	RB_E_066	RB_E_067	RB_E_069_FR	RB_E_076	RB_E_077	RB_E_078	RB_E_079	RB_E_080	RB_E_081
cg00008629	II	1195.0	1632.0	866.0	1192.0	934.0	821.0	860.0	6244.0	1150.0	5886.0	4844.0	2122.0	4756.0	5694.0	5634.0	6050.0	7395.0	5239.0	1944.0	3669.0	3715.0	2708.0	2039.0	1181.0	1849.0	3142.0	3522.0	5462.0	1464.0	2208.0	3024.0	1216.0	1493.0	4284.0	2995.0	4119.0	3581.0	2866.0	7819.0	3500.0	4836.0	5796.0	6292.0	5840.0	4440.0	5600.0	3067.0	4332.0	1239.0	1818.0	2679.0	500.0	466.0	622.0	1904.0	2335.0	414.0	1490.0	915.0	696.0	1041.0	862.0	687.0	961.0	931.0
cg00013660	II	7856.0	6172.0	7891.0	5693.0	9077.0	7024.0	6821.0	2036.0	2797.0	15171.0	11203.0	4364.0	4012.0	9043.0	4902.0	5436.0	7011.0	6508.0	8383.0	6538.0	4154.0	2777.0	2768.0	6007.0	9271.0	4973.0	6739.0	16373.0	3588.0	8500.0	2601.0	12135.0	8821.0	3239.0	5577.0	9278.0	4509.0	2659.0	6971.0	11328.0	6732.0	6126.0	6826.0	7579.0	7756.0	5772.0	4840.0	7107.0	9738.0	6887.0	5734.0	10519.0	4911.0	8949.0	2929.0	3820.0	5070.0	3316.0	3766.0	7942.0	5032.0	3313.0	3927.0	6572.0	3275.0
cg00014194	II	8104.0	11107.0	7531.0	5625.0	5547.0	5219.0	8284.0	7587.0	7292.0	2810.0	4612.0	5483.0	4236.0	3844.0	4848.0	5057.0	4957.0	3961.0	8585.0	3084.0	4755.0	11805.0	8685.0	8368.0	8664.0	12305.0	4085.0	6501.0	8921.0	8594.0	5491.0	5625.0	7420.0	7781.0	6254.0	15373.0	5121.0	6325.0	7569.0	2947.0	5413.0	6455.0	10737.0	4039.0	6935.0	5301.0	12945.0	11375.0	12907.0	12596.0	8949.0	6662.0	10844.0	11723.0	10499.0	10659.0	14051.0	13452.0	17686.0	6428.0	6477.0	6007.0	9168.0	10694.0	7895.0
cg00015373	II	1341.0	784.0	1050.0	1000.0	739.0	1149.0	1730.0	709.0	725.0	1232.0	488.0	898.0	713.0	652.0	626.0	1125.0	520.0	657.0	479.0	790.0	735.0	1287.0	776.0	850.0	1239.0	1152.0	758.0	1424.0	899.0	657.0	1137.0	1326.0	1845.0	1287.0	646.0	1734.0	680.0	1430.0	856.0	397.0	792.0	915.0	2498.0	1272.0	815.0	695.0	1166.0	2522.0	1249.0	1618.0	1090.0	1363.0	544.0	497.0	881.0	1051.0	1018.0	776.0	719.0	2351.0	613.0	268.0	391.0	698.0	632.0
cg00017475	II	5216.0	4570.0	5592.0	4561.0	4109.0	4301.0	4673.0	3658.0	3460.0	2346.0	1732.0	4925.0	1877.0	1747.0	1657.0	2117.0	1744.0	1570.0	1609.0	1509.0	1602.0	3435.0	3929.0	3198.0	5810.0	3836.0	1341.0	2525.0	4634.0	1742.0	4754.0	4687.0	5162.0	4967.0	1841.0	5052.0	1624.0	4244.0	1924.0	3380.0	2189.0	1923.0	3163.0	2682.0	1579.0	1564.0	4960.0	5164.0	5207.0	5164.0	4327.0	5834.0	5382.0	4971.0	4092.0	5216.0	4053.0	4466.0	3954.0	6638.0	4208.0	6048.0	5494.0	3083.0	3474.0
cg00019877	II	2279.0	2192.0	2357.0	1967.0	1949.0	2027.0	2828.0	3383.0	2512.0	2368.0	1589.0	1745.0	1752.0	1079.0	1567.0	1792.0	1241.0	1544.0	1609.0	1131.0	1231.0	2624.0	2128.0	2203.0	2542.0	3411.0	1313.0	2430.0	1575.0	1723.0	3387.0	2893.0	4798.0	2477.0	1185.0	2631.0	1506.0	2921.0	2435.0	1629.0	2625.0	2114.0	1975.0	1930.0	1135.0	1486.0	1612.0	3151.0	2111.0	2778.0	2238.0	3694.0	2187.0	2047.0	2558.0	1947.0	2527.0	1813.0	2344.0	993.0	1473.0	808.0	1397.0	833.0	2002.0
cg00022024	II	25466.0	23447.0	25518.0	21583.0	21235.0	19685.0	21820.0	13418.0	19905.0	18000.0	19340.0	24336.0	13702.0	13677.0	14145.0	12735.0	14600.0	14719.0	12938.0	13382.0	13784.0	18592.0	20838.0	21011.0	24068.0	27628.0	13639.0	14202.0	21866.0	13772.0	24723.0	25584.0	27019.0	23584.0	13924.0	29325.0	13011.0	23018.0	15800.0	7643.0	11628.0	14769.0	20355.0	17018.0	14737.0	16388.0	24430.0	17880.0	25213.0	26750.0	20743.0	28577.0	16288.0	22970.0	18657.0	20480.0	17047.0	14771.0	18119.0	23791.0	17769.0	18861.0	20821.0	19917.0	19409.0
cg00033533	II	10817.0	9740.0	9337.0	6418.0	6940.0	7504.0	7415.0	4324.0	5461.0	5561.0	6757.0	9692.0	5970.0	6198.0	5750.0	6748.0	6284.0	5774.0	5514.0	4761.0	5211.0	8332.0	7832.0	10218.0	7625.0	6619.0	5052.0	5453.0	7276.0	5119.0	9645.0	8772.0	9175.0	11013.0	5440.0	10359.0	5019.0	8810.0	6057.0	3107.0	2779.0	7808.0	8171.0	8765.0	6504.0	6717.0	9864.0	5628.0	8384.0	9397.0	7586.0	8529.0	11058.0	6840.0	9939.0	10103.0	10784.0	7896.0	9873.0	5968.0	6830.0	7773.0	6588.0	7105.0	8369.0
cg00034039	II	20208.0	20484.0	18329.0	15261.0	16511.0	17898.0	17182.0	11771.0	17551.0	18309.0	19070.0	17857.0	19797.0	17096.0	16958.0	18901.0	19521.0	18700.0	22242.0	15146.0	15301.0	17788.0	17929.0	19909.0	18680.0	18141.0	16153.0	18150.0	17917.0	24103.0	21075.0	21501.0	20779.0	24632.0	16999.0	21474.0	16908.0	22538.0	22219.0	9376.0	10131.0	19599.0	19761.0	22915.0	18676.0	19340.0	19515.0	16949.0	21535.0	20832.0	18733.0	23113.0	22219.0	18019.0	18756.0	19555.0	23193.0	17261.0	20942.0	16426.0	15172.0	15766.0	16659.0	16819.0	16834.0
cg00040426	II	14025.0	6728.0	9457.0	7933.0	10071.0	13830.0	21473.0	6820.0	3750.0	17649.0	4230.0	8772.0	2912.0	4936.0	2741.0	2827.0	2985.0	2736.0	3330.0	2139.0	2541.0	5900.0	4081.0	5888.0	17899.0	4323.0	3244.0	7593.0	5367.0	4586.0	6285.0	16161.0	17735.0	9768.0	2421.0	7421.0	2499.0	7825.0	5570.0	3893.0	3676.0	3333.0	4987.0	4513.0	3549.0	2983.0	17981.0	10290.0	14998.0	19963.0	10981.0	12619.0	9223.0	14921.0	7174.0	5368.0	7256.0	8075.0	8961.0	14687.0	4378.0	3779.0	4576.0	7676.0	6484.0
cg00045753	II	2014.0	854.0	1443.0	1622.0	1157.0	1651.0	1376.0	2020.0	1234.0	1132.0	899.0	1037.0	605.0	665.0	524.0	463.0	821.0	529.0	417.0	580.0	165.0	750.0	1386.0	1323.0	1642.0	1432.0	635.0	1290.0	1154.0	652.0	1075.0	1391.0	1419.0	1609.0	707.0	2385.0	668.0	1371.0	880.0	719.0	361.0	881.0	1354.0	920.0	640.0	695.0	2615.0	2623.0	2767.0	3688.0	2111.0	1409.0	1298.0	1802.0	1392.0	1207.0	1003.0	1243.0	1181.0	1313.0	1253.0	894.0	917.0	1000.0	687.0
cg00046802	II	5587.0	3476.0	3969.0	4747.0	2634.0	3264.0	3080.0	3157.0	3230.0	2457.0	2394.0	3332.0	2019.0	2204.0	2281.0	2609.0	2510.0	2265.0	2222.0	1888.0	1996.0	3581.0	3262.0	3891.0	4281.0	4679.0	2233.0	3405.0	3752.0	2034.0	3733.0	3181.0	4863.0	5560.0	1905.0	5066.0	2119.0	4197.0	3054.0	1582.0	2250.0	3188.0	4382.0	3203.0	2366.0	2685.0	4529.0	4498.0	3997.0	4951.0	4238.0	3662.0	4005.0	2807.0	3388.0	4529.0	4232.0	3383.0	4687.0	2161.0	2747.0	2099.0	1489.0	2348.0	2478.0
cg00047469	II	33230.0	30567.0	33987.0	29079.0	30058.0	28663.0	29659.0	31270.0	32427.0	21694.0	23075.0	33450.0	23111.0	19963.0	19461.0	21613.0	22490.0	23553.0	25869.0	18215.0	18473.0	36670.0	33352.0	34375.0	32731.0	38388.0	19697.0	23436.0	36011.0	25750.0	31214.0	32414.0	31754.0	37082.0	20250.0	36928.0	20102.0	34723.0	26207.0	22844.0	19949.0	23856.0	23138.0	24683.0	20774.0	23216.0	33085.0	33239.0	33252.0	34272.0	28253.0	33760.0	32376.0	36237.0	29815.0	33685.0	35285.0	27983.0	34632.0	25060.0	26585.0	28393.0	28282.0	27854.0	28428.0
cg00049440	II	4463.0	2829.0	6418.0	2102.0	1998.0	1425.0	2174.0	9847.0	9624.0	12107.0	2512.0	3367.0	13134.0	2043.0	10396.0	11493.0	12815.0	10013.0	5550.0	4969.0	5919.0	14919.0	8017.0	5416.0	12832.0	2865.0	5898.0	5069.0	7195.0	5583.0	2932.0	1805.0	4024.0	6459.0	9125.0	2709.0	5632.0	3115.0	13792.0	1579.0	2044.0	5227.0	5213.0	6716.0	4936.0	7364.0	5242.0	15896.0	17228.0	15487.0	17691.0	1916.0	12466.0	13619.0	6153.0	12907.0	10794.0	15984.0	1914.0	1605.0	5543.0	7614.0	2179.0	1106.0	2389.0
cg00055233	II	23586.0	21291.0	23329.0	16569.0	17230.0	19708.0	24780.0	22116.0	28152.0	19080.0	16087.0	20939.0	20079.0	15334.0	16131.0	17278.0	20369.0	20366.0	20895.0	13967.0	15810.0	23932.0	22909.0	21017.0	20374.0	26939.0	15886.0	18848.0	24346.0	22147.0	23250.0	17344.0	29462.0	31466.0	15711.0	28633.0	14683.0	30747.0	24711.0	10166.0	11536.0	19000.0	19546.0	21790.0	14614.0	20858.0	26576.0	26689.0	25248.0	26532.0	24088.0	23551.0	25606.0	21290.0	22688.0	23336.0	24830.0	19160.0	26505.0	14678.0	14270.0	17746.0	20387.0	16366.0	17543.0
cg00055726	II	10692.0	4360.0	10596.0	6604.0	8543.0	7710.0	11464.0	4390.0	5703.0	10351.0	4730.0	3816.0	7885.0	3431.0	7234.0	6688.0	6813.0	5313.0	9584.0	8841.0	6697.0	4233.0	6041.0	4613.0	12524.0	5298.0	4879.0	10238.0	4704.0	9235.0	8755.0	10519.0	11698.0	5354.0	4703.0	12903.0	4592.0	6002.0	7001.0	3779.0	4307.0	7614.0	9275.0	7122.0	7557.0	6862.0	11926.0	13902.0	15746.0	13366.0	10714.0	6023.0	8233.0	12511.0	7041.0	6683.0	8160.0	12854.0	15678.0	6075.0	5255.0	6520.0	5911.0	2466.0	9008.0
cg00055981	II	7693.0	3543.0	7227.0	4047.0	4695.0	4603.0	4024.0	3858.0	4112.0	2558.0	4469.0	4267.0	2315.0	2641.0	2062.0	2026.0	2212.0	2483.0	5179.0	2071.0	2274.0	3838.0	4928.0	4287.0	9208.0	4451.0	2705.0	4229.0	5386.0	5721.0	4546.0	5354.0	5106.0	6336.0	2114.0	8381.0	2408.0	3704.0	2911.0	4964.0	2885.0	3596.0	4110.0	3613.0	2394.0	4065.0	12284.0	12434.0	10200.0	12801.0	9766.0	5365.0	10490.0	12826.0	6247.0	5726.0	8846.0	6293.0	7597.0	10772.0	7679.0	4441.0	7220.0	5675.0	4528.0
cg00056985	II	23442.0	29477.0	25949.0	26103.0	24535.0	26446.0	27061.0	23340.0	26109.0	19456.0	20711.0	25080.0	21361.0	18247.0	17865.0	19777.0	20674.0	21633.0	23098.0	17421.0	15983.0	28302.0	26536.0	25215.0	24393.0	29683.0	18390.0	20510.0	25069.0	24772.0	26143.0	27505.0	28957.0	27343.0	18261.0	29915.0	17519.0	28280.0	24940.0	17454.0	14217.0	21043.0	22447.0	23823.0	19306.0	20160.0	24900.0	29862.0	25650.0	28109.0	20932.0	25438.0	27847.0	21630.0	25131.0	26802.0	27557.0	23263.0	23154.0	19871.0	19833.0	21070.0	24352.0	17547.0	20658.0
cg00061031	II	14803.0	14918.0	15847.0	9221.0	11533.0	9683.0	13555.0	9292.0	10856.0	11700.0	13646.0	17941.0	14893.0	14483.0	13748.0	14658.0	15159.0	14670.0	4659.0	11886.0	12229.0	18186.0	16360.0	16525.0	16776.0	18382.0	11159.0	13637.0	14853.0	8484.0	15899.0	16053.0	16332.0	23066.0	12319.0	20456.0	13316.0	14427.0	16329.0	3989.0	5862.0	16008.0	16018.0	15833.0	12578.0	12309.0	17654.0	21326.0	17684.0	21090.0	16832.0	11661.0	4033.0	9398.0	11739.0	19236.0	4704.0	7195.0	12484.0	8835.0	8788.0	11738.0	6053.0	9290.0	10725.0
cg00065385	II	2252.0	1741.0	1572.0	1474.0	1298.0	1945.0	2064.0	2440.0	1405.0	1074.0	1127.0	1313.0	856.0	989.0	919.0	1240.0	1119.0	1164.0	1033.0	851.0	903.0	1486.0	1693.0	1356.0	1748.0	1559.0	883.0	1639.0	1376.0	1394.0	1295.0	1428.0	1521.0	1744.0	1093.0	2335.0	1187.0	1776.0	1787.0	1303.0	1828.0	1344.0	1448.0	1441.0	956.0	1423.0	1591.0	2654.0	1776.0	1959.0	1118.0	1428.0	1615.0	920.0	1587.0	1512.0	2083.0	1558.0	1766.0	1292.0	1940.0	1228.0	735.0	734.0	1301.0
cg00068316	II	1269.0	1021.0	847.0	1141.0	896.0	775.0	735.0	1880.0	770.0	2035.0	1541.0	1315.0	1437.0	998.0	1196.0	1341.0	1286.0	1295.0	1206.0	1340.0	1207.0	1577.0	1204.0	1266.0	1618.0	2045.0	948.0	1485.0	1067.0	1270.0	1176.0	1303.0	1589.0	1617.0	1063.0	2299.0	1308.0	1926.0	1058.0	821.0	955.0	1883.0	2058.0	1896.0	1104.0	1307.0	1284.0	1998.0	1889.0	2037.0	1617.0	860.0	802.0	662.0	1569.0	1678.0	1363.0	1121.0	1993.0	463.0	335.0	779.0	484.0	756.0	735.0
cg00070042	II	22799.0	16016.0	19390.0	15359.0	15059.0	14805.0	14243.0	4664.0	12205.0	11761.0	11090.0	15980.0	12322.0	9922.0	9835.0	12730.0	11636.0	11818.0	9674.0	10610.0	9472.0	15557.0	15369.0	11282.0	18371.0	16578.0	11098.0	9440.0	16905.0	11513.0	16678.0	15785.0	17342.0	19789.0	10581.0	18516.0	10021.0	18974.0	10064.0	3431.0	2535.0	11964.0	16203.0	14958.0	11717.0	11942.0	20245.0	16256.0	17796.0	18571.0	14559.0	20741.0	16468.0	18670.0	14319.0	18774.0	18183.0	15662.0	19624.0	16211.0	15750.0	15534.0	12074.0	15443.0	15060.0
cg00070052	II	18913.0	17679.0	17719.0	20752.0	16113.0	17735.0	18115.0	22527.0	15727.0	12683.0	15062.0	19260.0	15582.0	13705.0	13752.0	15121.0	15580.0	15437.0	12677.0	11977.0	12049.0	20158.0	17780.0	18469.0	21506.0	22531.0	11578.0	16088.0	16629.0	15019.0	19677.0	17435.0	17819.0	20998.0	12772.0	21961.0	11420.0	12953.0	16274.0	10566.0	14911.0	13315.0	16757.0	16695.0	14738.0	14669.0	18769.0	22586.0	18011.0	19263.0	15937.0	20478.0	14311.0	13629.0	16324.0	20794.0	18179.0	14094.0	18757.0	13164.0	16023.0	12414.0	9497.0	12862.0	13818.0
cg00072711	II	31679.0	27371.0	30469.0	26698.0	27161.0	24938.0	26413.0	27423.0	23474.0	20249.0	21265.0	28205.0	21321.0	12259.0	17214.0	17107.0	20481.0	19911.0	23209.0	15905.0	14590.0	28432.0	26939.0	18068.0	35067.0	26793.0	17446.0	17773.0	27122.0	23636.0	19000.0	27937.0	32358.0	33473.0	18299.0	32788.0	16842.0	30230.0	24265.0	19545.0	14145.0	18749.0	21940.0	23517.0	20376.0	20559.0	32301.0	32639.0	30997.0	31429.0	23103.0	28686.0	29051.0	29044.0	27369.0	27666.0	32222.0	25693.0	37314.0	24043.0	25901.0	28666.0	23942.0	25569.0	24780.0
cg00077312	II	2818.0	3095.0	2675.0	3652.0	2601.0	2481.0	5541.0	3602.0	2192.0	1487.0	1592.0	2310.0	866.0	1319.0	1338.0	939.0	1193.0	1444.0	787.0	997.0	1137.0	2210.0	2449.0	2174.0	3571.0	2520.0	1501.0	2535.0	2397.0	1715.0	3236.0	2878.0	2172.0	2990.0	1143.0	3798.0	1322.0	2768.0	1946.0	2069.0	2427.0	2329.0	2270.0	2003.0	1461.0	1549.0	3042.0	3577.0	2811.0	2603.0	3333.0	3498.0	3224.0	2561.0	2120.0	2386.0	2826.0	2270.0	2896.0	2207.0	2061.0	1424.0	1758.0	1529.0	1302.0
cg00078025	II	19269.0	17524.0	17390.0	15778.0	13291.0	16324.0	13242.0	16846.0	14429.0	16284.0	15643.0	15770.0	17773.0	13770.0	16007.0	15195.0	17922.0	15015.0	14746.0	13636.0	14491.0	20281.0	16775.0	15121.0	15424.0	18409.0	13951.0	18521.0	18882.0	17737.0	21285.0	16684.0	18997.0	22365.0	14990.0	17583.0	13271.0	18367.0	19871.0	15338.0	15374.0	18191.0	16948.0	20004.0	14457.0	15352.0	18521.0	15695.0	17951.0	19032.0	14886.0	16982.0	16021.0	17191.0	15502.0	22126.0	16165.0	17332.0	18437.0	13594.0	16710.0	18162.0	12657.0	16754.0	16483.0
cg00079056	II	16927.0	12092.0	14193.0	11756.0	12141.0	9979.0	10584.0	12352.0	12242.0	12034.0	12585.0	14707.0	13682.0	11872.0	12996.0	14992.0	14017.0	13834.0	6801.0	9586.0	11301.0	18375.0	13496.0	13618.0	13943.0	15353.0	10497.0	12043.0	14258.0	9253.0	14312.0	14889.0	15709.0	19664.0	12231.0	15766.0	11895.0	16794.0	13408.0	6376.0	6337.0	14466.0	15825.0	15528.0	13270.0	13029.0	17071.0	17917.0	15694.0	17478.0	13032.0	12651.0	2849.0	8367.0	9953.0	14396.0	7798.0	6376.0	3558.0	9087.0	12028.0	10222.0	9109.0	11590.0	10956.0
cg00089695	II	1998.0	2969.0	3205.0	1989.0	2202.0	2370.0	2441.0	1245.0	3203.0	1973.0	1851.0	1774.0	1881.0	1305.0	1429.0	1624.0	1758.0	1579.0	1430.0	1475.0	1526.0	2146.0	1925.0	2202.0	1961.0	2451.0	1364.0	1545.0	1801.0	1665.0	2198.0	3014.0	3109.0	2562.0	1619.0	2682.0	1386.0	2077.0	1814.0	1040.0	1630.0	2325.0	2196.0	2501.0	1317.0	1668.0	2848.0	2799.0	3724.0	3283.0	2405.0	2379.0	2516.0	3297.0	2362.0	2369.0	2631.0	2751.0	2920.0	3002.0	1871.0	1482.0	1234.0	1338.0	1275.0
cg00091794	II	20681.0	22192.0	23219.0	17292.0	19303.0	19634.0	18873.0	17841.0	18910.0	18201.0	17915.0	18633.0	20863.0	18853.0	15126.0	16607.0	16181.0	17965.0	20895.0	14810.0	14771.0	21892.0	20589.0	20655.0	19746.0	15760.0	16904.0	18521.0	20040.0	22383.0	17522.0	24632.0	25337.0	26771.0	17910.0	22759.0	15548.0	22138.0	22312.0	15607.0	19289.0	20902.0	20361.0	19182.0	14659.0	19413.0	24187.0	20014.0	24695.0	23611.0	19623.0	23187.0	19599.0	25364.0	18883.0	23053.0	24079.0	19085.0	21366.0	15670.0	16970.0	17464.0	22787.0	17851.0	15394.0
cg00093688	II	8762.0	6319.0	7197.0	6160.0	6310.0	6872.0	5288.0	7599.0	5173.0	2064.0	1458.0	6578.0	1324.0	1475.0	1321.0	1529.0	1533.0	1413.0	1380.0	1216.0	1249.0	5778.0	7344.0	5736.0	6406.0	5697.0	1414.0	1835.0	5694.0	1905.0	5722.0	8074.0	7296.0	7331.0	1440.0	7130.0	1655.0	6286.0	1797.0	1840.0	2075.0	2394.0	2321.0	1890.0	1553.0	1904.0	7251.0	5450.0	7100.0	7149.0	5524.0	6663.0	8925.0	9668.0	6275.0	7601.0	8249.0	8838.0	8566.0	5591.0	7617.0	6772.0	6863.0	6473.0	6798.0
cg00100800	II	11045.0	10487.0	11343.0	8358.0	9823.0	8610.0	7945.0	6362.0	7951.0	7809.0	8492.0	10063.0	8041.0	7211.0	6103.0	7378.0	8152.0	8138.0	7549.0	5871.0	6149.0	10559.0	9654.0	11060.0	10041.0	13251.0	6610.0	7668.0	10043.0	7405.0	10904.0	10611.0	11257.0	12904.0	6069.0	12361.0	6656.0	12036.0	8957.0	3634.0	2641.0	8178.0	8603.0	9582.0	7158.0	8074.0	9445.0	12512.0	10476.0	10851.0	8770.0	9959.0	10872.0	7674.0	10972.0	11543.0	12789.0	10218.0	10125.0	8313.0	5847.0	6388.0	4758.0	6311.0	5978.0
cg00100804	II	6002.0	5059.0	6307.0	6757.0	4883.0	3926.0	3541.0	4152.0	3975.0	7238.0	7116.0	5720.0	5922.0	6992.0	6243.0	6988.0	6344.0	7147.0	2095.0	5237.0	5211.0	6665.0	5263.0	6405.0	5676.0	9146.0	5115.0	6440.0	4896.0	2155.0	6945.0	6273.0	6852.0	7606.0	5015.0	8482.0	5358.0	7638.0	7657.0	1921.0	3732.0	7134.0	11230.0	8039.0	7318.0	6012.0	4648.0	8004.0	6075.0	6545.0	5570.0	5332.0	1021.0	2513.0	3976.0	7043.0	2199.0	2035.0	1181.0	3599.0	2761.0	2852.0	2113.0	3768.0	3170.0
cg00102615	II	7264.0	5020.0	4482.0	5172.0	3425.0	7168.0	11348.0	1829.0	2236.0	16083.0	9533.0	3626.0	2618.0	9482.0	2605.0	2930.0	2739.0	2871.0	2214.0	2412.0	1997.0	2650.0	2562.0	3050.0	14098.0	2626.0	2813.0	9534.0	2113.0	3986.0	2799.0	8919.0	6785.0	3344.0	2762.0	2706.0	3199.0	5551.0	2809.0	3113.0	3862.0	3923.0	5054.0	3593.0	3630.0	3076.0	14216.0	12125.0	13291.0	16192.0	10484.0	15795.0	2479.0	15068.0	2643.0	3166.0	3705.0	4012.0	3396.0	10795.0	3375.0	2946.0	3651.0	8945.0	4329.0
cg00102996	II	16059.0	15966.0	15342.0	10544.0	10432.0	12781.0	13324.0	5854.0	10572.0	8545.0	9789.0	11321.0	14000.0	8217.0	8843.0	10052.0	9742.0	9316.0	9043.0	8422.0	7547.0	12441.0	14840.0	11719.0	10640.0	14099.0	8937.0	11812.0	10804.0	17054.0	12676.0	13164.0	15082.0	15412.0	12822.0	12979.0	8586.0	16277.0	12926.0	7978.0	7791.0	11930.0	12348.0	12676.0	10144.0	10469.0	12606.0	11049.0	12269.0	11951.0	11171.0	14969.0	15276.0	13608.0	15824.0	15458.0	14977.0	14040.0	14281.0	10201.0	10489.0	10833.0	11480.0	8543.0	11613.0
cg00104267	II	12508.0	11602.0	10808.0	12718.0	9374.0	9329.0	9824.0	11363.0	9475.0	8226.0	10684.0	9136.0	9738.0	9603.0	8957.0	9644.0	10323.0	8759.0	10227.0	7888.0	7661.0	11822.0	11038.0	11788.0	10241.0	12720.0	7939.0	8617.0	9674.0	8148.0	11343.0	10167.0	11100.0	14086.0	7819.0	13106.0	8279.0	11359.0	11538.0	4127.0	7087.0	10665.0	10781.0	11101.0	9372.0	9567.0	10745.0	13724.0	11105.0	11362.0	8913.0	10698.0	10952.0	8509.0	10227.0	11633.0	12995.0	9629.0	11117.0	8525.0	8886.0	5955.0	7479.0	6771.0	7269.0
cg00106164	II	23381.0	24668.0	23925.0	18431.0	19899.0	20770.0	19479.0	21944.0	21225.0	18815.0	19784.0	23253.0	21245.0	16702.0	16879.0	18075.0	18561.0	18776.0	20187.0	15624.0	15177.0	23457.0	23903.0	21973.0	20919.0	25083.0	16522.0	20770.0	23731.0	21882.0	23571.0	23452.0	24758.0	26920.0	15555.0	25073.0	17619.0	25563.0	24721.0	17736.0	15240.0	19295.0	19147.0	23109.0	18435.0	19017.0	23009.0	25137.0	23947.0	25600.0	21298.0	24412.0	24216.0	19928.0	21494.0	23923.0	26993.0	18652.0	22974.0	16908.0	17287.0	19402.0	17406.0	17193.0	15530.0
cg00107630	II	27364.0	25296.0	24717.0	23851.0	23524.0	24131.0	23786.0	26909.0	24405.0	19370.0	20014.0	27051.0	20339.0	18277.0	17225.0	19555.0	19452.0	18915.0	15051.0	15649.0	16571.0	26438.0	25514.0	23631.0	25101.0	21328.0	16745.0	21190.0	25485.0	19868.0	24370.0	27689.0	27280.0	29291.0	18017.0	26186.0	17120.0	28029.0	19927.0	17967.0	19443.0	20514.0	22126.0	23334.0	18393.0	17425.0	27602.0	24969.0	27196.0	28977.0	23425.0	25278.0	20784.0	26937.0	20618.0	27068.0	24033.0	23111.0	23705.0	19282.0	20766.0	19588.0	21712.0	21024.0	22468.0
cg00108873	II	10229.0	5224.0	13597.0	11354.0	5460.0	7253.0	14714.0	5112.0	4379.0	17097.0	3775.0	5374.0	3497.0	3505.0	4867.0	4511.0	4165.0	3262.0	4631.0	3217.0	4173.0	5548.0	5369.0	4816.0	18053.0	7985.0	7675.0	10157.0	6607.0	6701.0	6897.0	10452.0	12595.0	9238.0	3481.0	11898.0	4045.0	4732.0	4364.0	3743.0	3488.0	4984.0	8238.0	5133.0	5608.0	4471.0	11940.0	12018.0	13908.0	14042.0	12253.0	21189.0	7059.0	12179.0	8335.0	7177.0	7443.0	9951.0	12644.0	19564.0	8099.0	6870.0	6957.0	4922.0	8984.0
cg00109344	II	5858.0	3001.0	6745.0	6828.0	5008.0	5088.0	8444.0	2153.0	2806.0	2578.0	2305.0	3451.0	1957.0	1891.0	2093.0	2198.0	2601.0	2646.0	4229.0	1839.0	2342.0	5244.0	4163.0	3478.0	6811.0	3784.0	2480.0	3927.0	4329.0	4965.0	3815.0	4957.0	5156.0	5037.0	2303.0	7424.0	3364.0	4407.0	3901.0	1002.0	1282.0	3007.0	3383.0	2625.0	2686.0	2953.0	16245.0	4206.0	8750.0	5301.0	4523.0	5685.0	7961.0	7114.0	8799.0	5656.0	10315.0	13360.0	14226.0	5193.0	5925.0	3829.0	5641.0	3043.0	4351.0
cg00109780	II	27153.0	27504.0	24176.0	23663.0	24299.0	22754.0	23693.0	16521.0	23751.0	19754.0	20560.0	25116.0	20814.0	18028.0	18113.0	20984.0	19810.0	20466.0	21927.0	18116.0	16007.0	25600.0	24759.0	24387.0	23807.0	26855.0	17190.0	19941.0	25155.0	25779.0	24980.0	25930.0	27204.0	30423.0	17967.0	28776.0	18307.0	26296.0	22690.0	12657.0	14029.0	20509.0	22002.0	22825.0	19023.0	21475.0	26800.0	29251.0	27185.0	28110.0	22081.0	26680.0	24104.0	27262.0	24497.0	28501.0	29913.0	21515.0	26258.0	21221.0	21573.0	21662.0	23119.0	22190.0	22110.0
